SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;QT_APTOS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;TOTAL_BRANCO_NULO;PERC_DESCONTENTES;CD_MUNICIPIO_IBGE;NM_MUNICIPIO_IBGE;POPULACAO_2022;PROP_ELEITORADO
MG;46639;ITANHOMI;9654;268;694;962;9.964781437746012;3133204;Itanhomi - MG;11128;86.75413371675053
MG;46655;ITAOBIM;16429;612;1211;1823;11.096232272201595;3133303;Itaobim - MG;19151;85.78664299514386
MG;46671;ITAPAGIPE;10274;318;510;828;8.05917850885731;3133402;Itapagipe - MG;13690;75.04747991234477
MG;46698;ITAPECERICA;17869;880;1561;2441;13.660529408472774;3133501;Itapecerica - MG;21046;84.90449491589851
MG;46710;ITAPEVA;8499;447;584;1031;12.130838922226143;3133600;Itapeva - MG;12692;66.96344153797668
MG;46736;ITATIAIUÇU;10516;564;788;1352;12.856599467478128;3133709;Itatiaiuçu - MG;12966;81.10442696282585
MG;46752;ITAÚNA;71232;3404;4593;7997;11.226695867026056;3133808;Itaúna - MG;97669;72.93204599207527
MG;46779;ITAVERAVA;5634;338;593;931;16.524671636492723;3133907;Itaverava - MG;5642;99.85820630981921
MG;46795;ITINGA;11263;248;927;1175;10.432389239101484;3134004;Itinga - MG;13745;81.94252455438341
MG;46817;ITUETA;4954;127;247;374;7.549454985870003;3134103;Itueta - MG;6055;81.8166804293972
MG;46833;ITUIUTABA;77090;2772;3686;6458;8.37722142949799;3134202;Ituiutaba - MG;102217;75.41798331001692
MG;46850;ITUMIRIM;6023;358;559;917;15.224970944711938;3134301;Itumirim - MG;6638;90.73516119313047
MG;46876;ITURAMA;30124;1292;1720;3012;9.998672155092285;3134400;Iturama - MG;38295;78.66301083692389
MG;46892;ITUTINGA;3752;181;327;508;13.539445628997868;3134509;Itutinga - MG;4217;88.97320369931231
MG;46914;JABOTICATUBAS;15047;431;996;1427;9.483617996942913;3134608;Jaboticatubas - MG;20406;73.73811624032147
MG;46930;JACINTO;9190;231;721;952;10.359085963003263;3134707;Jacinto - MG;11042;83.2276761456258
MG;46957;JACUÍ;6414;267;386;653;10.180854381041472;3134806;Jacuí - MG;7495;85.57705136757838
MG;46973;JACUTINGA;18946;833;941;1774;9.3634540272353;3134905;Jacutinga - MG;25525;74.22526934378061
MG;46990;JAGUARAÇU;3137;147;172;319;10.168951227287216;3135001;Jaguaraçu - MG;3092;101.45536869340232
MG;47015;JANAÚBA;52918;2159;3522;5681;10.7354775312748;3135100;Janaúba - MG;70699;74.8497149888966
MG;47031;JANUÁRIA;50507;1205;3156;4361;8.634446710356979;3135209;Januária - MG;65150;77.52417498081351
MG;47058;JAPARAÍBA;3488;157;240;397;11.381880733944955;3135308;Japaraíba - MG;4506;77.40790057700843
MG;47074;JECEABA;5985;370;495;865;14.45279866332498;3135407;Jeceaba - MG;6197;96.57898983379054
MG;47090;JEQUERI;10352;403;926;1329;12.838098918083462;3135506;Jequeri - MG;12419;83.35614783799018
MG;47112;JEQUITAÍ;6648;148;516;664;9.987966305655837;3135605;Jequitaí - MG;6484;102.5293028994448
MG;47139;JEQUITIBÁ;5811;218;456;674;11.598692135604889;3135704;Jequitibá - MG;5883;98.77613462519122
MG;47155;JEQUITINHONHA;18163;329;1251;1580;8.69900346858999;3135803;Jequitinhonha - MG;24007;75.65710001249636
MG;47171;JESUÂNIA;4251;172;369;541;12.726417313573275;3135902;Jesuânia - MG;5138;82.73647333592837
MG;47198;JOAÍMA;10889;258;878;1136;10.43254660666728;3136009;Joaíma - MG;13888;78.40581797235023
MG;47210;JOANÉSIA;5028;207;481;688;13.68337311058075;3136108;Joanésia - MG;4329;116.14691614691614
MG;47236;JOÃO MONLEVADE;60517;3377;4662;8039;13.283870647917114;3136207;João Monlevade - MG;80187;75.46983925075136
MG;47252;JOÃO PINHEIRO;38165;1735;1955;3690;9.6685444779248;3136306;João Pinheiro - MG;46801;81.5474028332728
MG;47279;JOAQUIM FELÍCIO;3485;85;226;311;8.923959827833572;3136405;Joaquim Felício - MG;3854;90.42553191489363
MG;47295;JORDÂNIA;7687;154;588;742;9.652660335631586;3136504;Jordânia - MG;10304;74.60209627329193
MG;47317;NOVA UNIÃO;5554;297;473;770;13.86388188692834;3136603;Nova União - MG;5909;93.99221526485023
MG;47333;JUIZ DE FORA;418245;21174;30429;51603;12.33798371767744;3136702;Juiz de Fora - MG;540756;77.34449548410004
MG;47350;JURAMENTO;4476;132;325;457;10.21000893655049;3136801;Juramento - MG;3768;118.78980891719746
MG;47376;JURUAIA;9027;328;382;710;7.865293009859312;3136900;Juruaia - MG;11084;81.44171779141104
MG;47392;LADAINHA;12310;193;1305;1498;12.168968318440292;3137007;Ladainha - MG;14383;85.58715149829659
MG;47414;LAGAMAR;6486;173;291;464;7.153869873573851;3137106;Lagamar - MG;6631;97.81330116121248
MG;47430;LAGOA DA PRATA;36406;1871;2180;4051;11.127286710981709;3137205;Lagoa da Prata - MG;51412;70.81226172877926
MG;47457;LAGOA DOS PATOS;3759;55;289;344;9.151370045224796;3137304;Lagoa dos Patos - MG;3313;113.46211892544522
MG;47473;LAGOA DOURADA;10064;758;1072;1830;18.18362480127186;3137403;Lagoa Dourada - MG;12769;78.81588221473882
MG;47490;LAGOA FORMOSA;14659;912;804;1716;11.706119107715397;3137502;Lagoa Formosa - MG;18904;77.54443504020313
MG;47511;LAGOA SANTA;49583;2274;2613;4887;9.85620071395438;3137601;Lagoa Santa - MG;75145;65.98309934127354
MG;47538;LAJINHA;14886;803;1211;2014;13.529490796721753;3137700;Lajinha - MG;20835;71.44708423326134
MG;47554;LAMBARI;16948;644;1128;1772;10.455510974746282;3137809;Lambari - MG;20414;83.021455863623
MG;47570;LAMIM;3518;160;327;487;13.843092666287662;3137908;Lamim - MG;3184;110.48994974874371
MG;47597;LARANJAL;5582;175;387;562;10.068075958437836;3138005;Laranjal - MG;5963;93.61059869193359
MG;47619;LASSANCE;5817;147;432;579;9.953584321815368;3138104;Lassance - MG;7124;81.6535654126895
MG;47635;LAVRAS;74498;4464;6226;10690;14.349378506805552;3138203;Lavras - MG;104761;71.11234142476684
MG;47651;LEANDRO FERREIRA;3323;155;185;340;10.23171832681312;3138302;Leandro Ferreira - MG;3199;103.87621131603626
MG;47678;LEOPOLDINA;41029;2044;2314;4358;10.621755343781228;3138401;Leopoldina - MG;51145;80.2209404633884
MG;47694;LIBERDADE;4421;164;445;609;13.7751639900475;3138500;Liberdade - MG;4737;93.32911125184717
MG;47716;LIMA DUARTE;14575;661;1195;1856;12.734133790737564;3138609;Lima Duarte - MG;17221;84.6350386156437
MG;47732;LUMINÁRIAS;4452;252;406;658;14.779874213836475;3138708;Luminárias - MG;5586;79.69924812030075
MG;47759;LUZ;14842;632;800;1432;9.648295377981404;3138807;Luz - MG;17875;83.03216783216783
MG;47775;MACHACALIS;6001;80;439;519;8.648558573571071;3138906;Machacalis - MG;6487;92.50809310929552
MG;47791;MACHADO;30233;1496;1851;3347;11.0706843515364;3139003;Machado - MG;37684;80.22768283621696
MG;47813;MADRE DE DEUS DE MINAS;4329;240;477;717;16.562716562716563;3139102;Madre de Deus de Minas - MG;5191;83.39433635137739
MG;47830;MALACACHETA;15562;415;1170;1585;10.18506618686544;3139201;Malacacheta - MG;17516;88.84448504224709
MG;47856;MANGA;16166;343;1269;1612;9.97154521835952;3139300;Manga - MG;18886;85.59779731017684
MG;47872;MANHUAÇU;60239;2713;3842;6555;10.881654741944589;3139409;Manhuaçu - MG;91886;65.55840933330431
MG;47899;MANHUMIRIM;17103;754;1218;1972;11.530140910951294;3139508;Manhumirim - MG;20613;82.97191092999563
MG;47910;MANTENA;20751;554;1103;1657;7.985157341814853;3139607;Mantena - MG;26535;78.2023742227247
MG;47937;MARAVILHAS;6278;199;364;563;8.967824147817776;3139706;Maravilhas - MG;7333;85.61298240829129
MG;47953;MAR DE ESPANHA;10026;465;801;1266;12.627169359664872;3139805;Mar de Espanha - MG;12721;78.81455860388334
MG;47970;MARIA DA FÉ;12110;479;648;1127;9.30635838150289;3139904;Maria da Fé - MG;14247;85.00035095107742
MG;47996;MARIANA;50731;3613;5803;9416;18.56064339358577;3140001;Mariana - MG;61387;82.6412758401616
MG;48011;MARILAC;4450;141;343;484;10.876404494382022;3140100;Marilac - MG;4224;105.35037878787878
MG;48038;MARIPÁ DE MINAS;3000;90;226;316;10.533333333333331;3140209;Maripá de Minas - MG;3387;88.57395925597874
MG;48054;MARLIÉRIA;4292;160;267;427;9.94874184529357;3140308;Marliéria - MG;4592;93.46689895470384
MG;48070;MARMELÓPOLIS;2916;128;195;323;11.07681755829904;3140407;Marmelópolis - MG;3200;91.125
MG;48097;MARTINHO CAMPOS;11488;634;706;1340;11.664345403899722;3140506;Martinho Campos - MG;14003;82.03956295079627
MG;48119;MATERLÂNDIA;4445;149;415;564;12.68841394825647;3140605;Materlândia - MG;3963;112.16250315417614
MG;48135;MATEUS LEME;27500;1512;2239;3751;13.64;3140704;Mateus Leme - MG;37841;72.67249808408869
MG;48151;MATIAS BARBOSA;11979;614;925;1539;12.84748309541698;3140803;Matias Barbosa - MG;14121;84.83110261312939
MG;48178;MATIPÓ;14062;740;1130;1870;13.298250604465936;3140902;Matipó - MG;18552;75.79775765416127
MG;48194;MATO VERDE;10619;339;753;1092;10.283454185893213;3141009;Mato Verde - MG;12038;88.21232762917428
MG;48216;MATOZINHOS;30067;1674;2184;3858;12.83134333322247;3141108;Matozinhos - MG;37618;79.92716252857674
MG;48232;MATUTINA;3481;117;273;390;11.20367710428038;3141207;Matutina - MG;3814;91.26900891452543
MG;48259;MEDEIROS;3108;85;137;222;7.142857142857142;3141306;Medeiros - MG;3900;79.6923076923077
MG;48275;MEDINA;16184;484;1239;1723;10.6463173504696;3141405;Medina - MG;20156;80.29370906925978
MG;48291;MENDES PIMENTEL;5227;142;364;506;9.68050506982973;3141504;Mendes Pimentel - MG;5606;93.23938637174456
MG;48313;MERCÊS;8795;439;756;1195;13.58726549175668;3141603;Mercês - MG;10373;84.78742890195701
MG;48330;MESQUITA;5557;285;418;703;12.650710815188052;3141702;Mesquita - MG;5040;110.25793650793652
MG;48356;MINAS NOVAS;22359;567;1722;2289;10.23748825976117;3141801;Minas Novas - MG;24405;91.61647203441917
MG;48372;MINDURI;3292;127;258;385;11.69501822600243;3141900;Minduri - MG;3741;87.99786153434911
MG;48399;MIRABELA;11499;262;800;1062;9.235585703104618;3142007;Mirabela - MG;13651;84.23558713647353
MG;48410;MIRADOURO;8088;349;661;1010;12.487636003956478;3142106;Miradouro - MG;8968;90.18733273862622
MG;48437;MIRAÍ;10546;353;698;1051;9.965863834629245;3142205;Miraí - MG;13633;77.35641458226362
MG;48453;MOEDA;4969;162;410;572;11.511370497081908;3142304;Moeda - MG;5125;96.9560975609756
MG;48470;MOEMA;6684;244;394;638;9.545182525433871;3142403;Moema - MG;7548;88.55325914149444
MG;48496;MONJOLOS;2293;34;164;198;8.634976013955518;3142502;Monjolos - MG;2169;105.71692023974182
MG;48518;MONSENHOR PAULO;6950;324;497;821;11.812949640287773;3142601;Monsenhor Paulo - MG;8340;83.33333333333334
MG;48534;MONTALVÂNIA;13064;268;1023;1291;9.882118799755052;3142700;Montalvânia - MG;14060;92.91607396870555
MG;48550;MONTE ALEGRE DE MINAS;15459;666;983;1649;10.6669254156155;3142809;Monte Alegre de Minas - MG;20170;76.64352999504214
MG;48577;MONTE AZUL;17529;383;1144;1527;8.711278452849564;3142908;Monte Azul - MG;20328;86.23081463990555
MG;48593;MONTE BELO;10976;603;673;1276;11.62536443148688;3143005;Monte Belo - MG;13046;84.13306760692933
MG;48615;MONTE CARMELO;36378;1674;2251;3925;10.789488152179889;3143104;Monte Carmelo - MG;47692;76.27694372221757
MG;48631;MONTE SANTO DE MINAS;17280;968;1386;2354;13.622685185185183;3143203;Monte Santo de Minas - MG;20890;82.71900430828147
MG;48658;MONTES CLAROS;287897;11950;19061;31011;10.771560662320203;3143302;Montes Claros - MG;414240;69.50004828118965
MG;48674;MONTE SIÃO;18574;691;942;1633;8.791859588672338;3143401;Monte Sião - MG;24089;77.10573290713604
MG;48690;MORADA NOVA DE MINAS;7297;304;474;778;10.661915855831165;3143500;Morada Nova de Minas - MG;9067;80.47865887283557
MG;48712;MORRO DA GARÇA;2852;66;184;250;8.76577840112202;3143609;Morro da Garça - MG;2411;118.2911654914973
MG;48739;MORRO DO PILAR;3681;72;402;474;12.876935615321925;3143708;Morro do Pilar - MG;3133;117.49122247047559
MG;48755;MUNHOZ;5926;306;427;733;12.36922038474519;3143807;Munhoz - MG;7451;79.53294859750369
MG;48771;MURIAÉ;78178;3615;5684;9299;11.89465066898616;3143906;Muriaé - MG;104108;75.09317247473777
MG;48798;MUTUM;21385;867;1308;2175;10.170680383446342;3144003;Mutum - MG;27635;77.38375248778723
MG;48810;MUZAMBINHO;18046;773;959;1732;9.597694780006648;3144102;Muzambinho - MG;21891;82.43570417066375
MG;48836;NACIP RAYDAN;2907;34;200;234;8.04953560371517;3144201;Nacip Raydan - MG;2459;118.21878812525416
MG;48852;NANUQUE;29714;1027;1591;2618;8.810661640977317;3144300;Nanuque - MG;35038;84.80506878246476
MG;48879;NATÉRCIA;4109;145;223;368;8.955950352883914;3144409;Natércia - MG;4691;87.59326369643999
MG;48895;NAZARENO;6537;357;503;860;13.155881903013611;3144508;Nazareno - MG;8179;79.92419611199412
MG;48917;NEPOMUCENO;20948;975;1616;2591;12.368722551078864;3144607;Nepomuceno - MG;25018;83.73171316652011
MG;48933;NOVA ERA;15051;657;1061;1718;11.414523951896884;3144706;Nova Era - MG;17438;86.31150361279964
MG;48950;NOVA LIMA;76347;3072;4576;7648;10.017420461838707;3144805;Nova Lima - MG;111697;68.35188053394451
MG;48976;NOVA MÓDICA;3669;78;274;352;9.59389479422186;3144904;Nova Módica - MG;3663;100.16380016380015
MG;48992;NOVA PONTE;12637;614;797;1411;11.165624752710295;3145000;Nova Ponte - MG;14598;86.56665296615975
MG;49018;NOVA RESENDE;12885;601;813;1414;10.974000776096236;3145109;Nova Resende - MG;16387;78.62940135473241
MG;49034;NOVA SERRANA;59483;2818;2576;5394;9.06813711480591;3145208;Nova Serrana - MG;105552;56.35421403668334
MG;49050;NOVO CRUZEIRO;24848;553;2014;2567;10.330811332904055;3145307;Novo Cruzeiro - MG;26975;92.11492122335497
MG;49077;OLARIA;2265;90;160;250;11.037527593818984;3145406;Olaria - MG;1945;116.45244215938304
MG;49093;OLÍMPIO NORONHA;2661;103;181;284;10.672679443818112;3145505;Olímpio Noronha - MG;2555;104.14872798434442
MG;49115;OLIVEIRA;33360;2096;2620;4716;14.136690647482014;3145604;Oliveira - MG;39262;84.96765320156895
MG;49131;OLIVEIRA FORTES;2422;95;188;283;11.684558216350124;3145703;Oliveira Fortes - MG;2027;119.48692649235323
MG;49158;ONÇA DE PITANGUI;3313;113;152;265;7.998792635073951;3145802;Onça de Pitangui - MG;2969;111.58639272482318
MG;49174;OURO BRANCO;31447;1670;2160;3830;12.179222183356122;3145901;Ouro Branco - MG;38724;81.20803635988018
MG;49190;OURO FINO;25223;1217;1433;2650;10.506283947191056;3146008;Ouro Fino - MG;32094;78.5910138966785
MG;49212;OURO PRETO;63588;3618;5689;9307;14.636409385418633;3146107;Ouro Preto - MG;74821;84.986835246789
MG;49239;OURO VERDE DE MINAS;7037;89;473;562;7.9863578229359105;3146206;Ouro Verde de Minas - MG;5757;122.23380232760117
MG;49255;PADRE PARAÍSO;14155;357;1147;1504;10.62522077004592;3146305;Padre Paraíso - MG;17334;81.66032075689397
MG;49271;PAINEIRAS;4222;141;313;454;10.753197536712458;3146404;Paineiras - MG;4224;99.95265151515152
MG;49298;PAINS;6811;248;410;658;9.660842754367934;3146503;Pains - MG;8142;83.65266519282731
MG;49310;PAIVA;1754;65;149;214;12.200684150513112;3146602;Paiva - MG;1474;118.99592944369064
MG;49336;PALMA;5352;199;346;545;10.183109118086696;3146701;Palma - MG;5707;93.77956895041177
MG;49352;FRONTEIRA DOS VALES;3943;83;456;539;13.66979457266041;3127057;Fronteira dos Vales - MG;4345;90.74798619102417
MG;49379;PAPAGAIOS;11460;543;836;1379;12.033158813263526;3146909;Papagaios - MG;13920;82.32758620689656
MG;49395;PARACATU;66561;4233;3670;7903;11.873319210949354;3147006;Paracatu - MG;94023;70.79225295938227
MG;49417;PARÁ DE MINAS;65993;3250;4642;7892;11.958844119830893;3147105;Pará de Minas - MG;97139;67.93666807358527
MG;49433;PARAGUAÇU;16917;733;945;1678;9.919016374061597;3147204;Paraguaçu - MG;21723;77.87598398011323
MG;49450;PARAISÓPOLIS;16431;883;1220;2103;12.798977542450244;3147303;Paraisópolis - MG;20445;80.36683785766691
MG;49476;PARAOPEBA;20124;894;1435;2329;11.573245875571455;3147402;Paraopeba - MG;24107;83.47782801675862
MG;49492;PASSABÉM;1815;49;173;222;12.231404958677686;3147501;Passabém - MG;1600;113.43749999999999
MG;49514;PASSA QUATRO;13348;919;1096;2015;15.095894516032365;3147600;Passa Quatro - MG;15515;86.03287141475991
MG;49530;PASSA TEMPO;7633;486;814;1300;17.031311410978645;3147709;Passa Tempo - MG;8473;90.08615602502066
MG;49557;PASSA VINTE;2224;58;161;219;9.847122302158272;3147808;Passa Vinte - MG;2233;99.59695476936857
MG;49573;PASSOS;80615;4322;4966;9288;11.521429014451405;3147907;Passos - MG;111939;72.0169020627306
MG;49590;PATOS DE MINAS;114135;5353;5556;10909;9.55797958557848;3148004;Patos de Minas - MG;159235;71.67708104374039
MG;49611;PATROCÍNIO;67706;3857;4191;8048;11.886686556582871;3148103;Patrocínio - MG;89826;75.37461314096142
MG;49638;PATROCÍNIO DO MURIAÉ;5174;222;380;602;11.635098569771936;3148202;Patrocínio do Muriaé - MG;5576;92.79053084648493
MG;49654;PAULA CÂNDIDO;7745;340;747;1087;14.034861200774692;3148301;Paula Cândido - MG;8659;89.44450860376487
MG;49670;PAULISTAS;4306;99;478;577;13.399907106363216;3148400;Paulistas - MG;4389;98.10890863522442
MG;49697;PAVÃO;6220;98;582;680;10.932475884244374;3148509;Pavão - MG;8047;77.2958866658382
MG;49719;PEÇANHA;13545;392;1084;1476;10.897009966777407;3148608;Peçanha - MG;17446;77.63957354121288
MG;49735;PEDRA AZUL;18536;373;1372;1745;9.41411307725507;3148707;Pedra Azul - MG;24410;75.93609176566981
MG;49751;PEDRA DO ANTA;3263;125;399;524;16.058841556849526;3148806;Pedra do Anta - MG;3311;98.55028692237995
MG;49778;PEDRA DO INDAIÁ;3628;161;220;381;10.50165380374862;3148905;Pedra do Indaiá - MG;4112;88.2295719844358
MG;49794;PEDRA DOURADA;2738;96;217;313;11.431701972242513;3149002;Pedra Dourada - MG;2757;99.31084512150889
MG;49816;PEDRALVA;9501;484;672;1156;12.167140301020943;3149101;Pedralva - MG;10760;88.29925650557621
MG;49832;PEDRINÓPOLIS;3145;111;165;276;8.7758346581876;3149200;Pedrinópolis - MG;3344;94.04904306220095
MG;49859;PEDRO LEOPOLDO;48402;2289;3137;5426;11.210280566918724;3149309;Pedro Leopoldo - MG;62580;77.34419942473633
MG;49875;PEDRO TEIXEIRA;2323;69;130;199;8.566508824795523;3149408;Pedro Teixeira - MG;1810;128.34254143646407
MG;49891;PEQUERI;3205;100;203;303;9.453978159126365;3149507;Pequeri - MG;3351;95.64309161444345
MG;49913;PEQUI;3660;99;250;349;9.53551912568306;3149606;Pequi - MG;4155;88.08664259927798
MG;49930;PERDIGÃO;8062;305;405;710;8.80674770528405;3149705;Perdigão - MG;12268;65.71568307792631
MG;49956;PERDIZES;13551;535;682;1217;8.980887019408161;3149804;Perdizes - MG;17151;79.00997026412455
MG;49972;PERDÕES;17255;1143;1572;2715;15.734569689944944;3149903;Perdões - MG;21384;80.69117096894874
MG;49999;PESCADOR;3577;55;256;311;8.694436678781102;3150000;Pescador - MG;3570;100.19607843137254
MG;50016;PIAU;3031;132;227;359;11.84427581656219;3150109;Piau - MG;2796;108.40486409155936
MG;50032;PIEDADE DE PONTE NOVA;3832;155;327;482;12.578288100208768;3150208;Piedade de Ponte Nova - MG;3976;96.37826961770624
MG;50059;PIEDADE DO RIO GRANDE;4085;158;397;555;13.586291309669525;3150307;Piedade do Rio Grande - MG;4604;88.72719374456995
MG;50075;PIEDADE DOS GERAIS;5039;332;311;643;12.760468346894225;3150406;Piedade dos Gerais - MG;5019;100.39848575413428
MG;50091;PIMENTA;6967;507;527;1034;14.841395148557485;3150505;Pimenta - MG;8563;81.36167231110592
MG;50113;PIRACEMA;5582;417;527;944;16.911501254030814;3150604;Piracema - MG;6700;83.3134328358209
MG;50130;PIRAJUBA;4374;210;279;489;11.179698216735254;3150703;Pirajuba - MG;5537;78.99584612606104
MG;50156;PIRANGA;13867;653;1376;2029;14.631859811062236;3150802;Piranga - MG;17018;81.48431072981549
MG;50172;PIRANGUÇU;4649;162;247;409;8.797590879759088;3150901;Piranguçu - MG;6041;76.95745737460685
MG;50199;PIRANGUINHO;7143;316;474;790;11.059778804423912;3151008;Piranguinho - MG;9120;78.32236842105263
MG;50210;PIRAPETINGA;9825;366;760;1126;11.46055979643766;3151107;Pirapetinga - MG;11077;88.69730071318949
MG;50237;PIRAPORA;41379;2143;2994;5137;12.414509775489984;3151206;Pirapora - MG;55606;74.41463151458476
MG;50253;PIRAÚBA;9626;503;702;1205;12.51817992935799;3151305;Piraúba - MG;11610;82.91128337639965
MG;50270;PITANGUI;21172;1005;1234;2239;10.575288116380124;3151404;Pitangui - MG;26685;79.34045343826119
MG;50296;PIUMHI;25611;1314;1430;2744;10.71414626527664;3151503;Piumhi - MG;36062;71.0193555543231
MG;50318;PLANURA;8306;484;568;1052;12.665542980977609;3151602;Planura - MG;11145;74.52669358456707
MG;50334;POÇO FUNDO;13003;703;828;1531;11.774205952472506;3151701;Poço Fundo - MG;16390;79.33496034167176
MG;50350;POÇOS DE CALDAS;122068;4867;6386;11253;9.218632237769112;3151800;Poços de Caldas - MG;163742;74.54898559929646
MG;50377;POCRANE;7444;203;464;667;8.960236432025791;3151909;Pocrane - MG;8350;89.1497005988024
MG;50393;POMPÉU;24181;1305;2225;3530;14.598238286257804;3152006;Pompéu - MG;31047;77.88514188166329
MG;50415;PONTE NOVA;44716;2641;3333;5974;13.359871187047142;3152105;Ponte Nova - MG;57776;77.39545832179452
MG;50431;PORTEIRINHA;31298;1211;2516;3727;11.908109144354272;3152204;Porteirinha - MG;37438;83.59955125808003
MG;50458;PORTO FIRME;9116;388;869;1257;13.78894251864853;3152303;Porto Firme - MG;10569;86.252247137856
MG;50474;POTÉ;12528;239;1175;1414;11.286717752234994;3152402;Poté - MG;13666;91.67276452509878
MG;50490;POUSO ALEGRE;108561;5710;6807;12517;11.52992326894557;3152501;Pouso Alegre - MG;152217;71.31989199629476
MG;50512;POUSO ALTO;5521;307;409;716;12.968665096902734;3152600;Pouso Alto - MG;6566;84.08467864757844
MG;50539;PRADOS;7313;521;805;1326;18.132093532066182;3152709;Prados - MG;9048;80.82449160035367
MG;50555;PRATA;22201;1135;1212;2347;10.571595874059728;3152808;Prata - MG;28342;78.33251005574765
MG;50571;PRATÁPOLIS;7472;350;525;875;11.710385438972162;3152907;Pratápolis - MG;8406;88.88888888888889
MG;50598;PRATINHA;2991;115;142;257;8.592443998662654;3153004;Pratinha - MG;3559;84.04046080359652
MG;50610;PRESIDENTE BERNARDES;5668;191;458;649;11.450247000705716;3153103;Presidente Bernardes - MG;4850;116.8659793814433
MG;50636;PRESIDENTE JUSCELINO;4107;98;275;373;9.082055028000974;3153202;Presidente Juscelino - MG;3465;118.52813852813853
MG;50652;PRESIDENTE KUBITSCHEK;2916;62;245;307;10.528120713305896;3153301;Presidente Kubitschek - MG;3071;94.95278410941062
MG;50679;PRESIDENTE OLEGÁRIO;16418;653;1004;1657;10.092581313192838;3153400;Presidente Olegário - MG;18765;87.49267252864375
MG;50695;ALTO JEQUITIBÁ;6983;208;442;650;9.308320206215097;3153509;Alto Jequitibá - MG;8397;83.16065261402882
MG;50717;PRUDENTE DE MORAIS;8128;527;756;1283;15.784940944881887;3153608;Prudente de Morais - MG;11466;70.88784231641374
MG;50733;QUARTEL GERAL;3292;124;229;353;10.722964763061968;3153707;Quartel Geral - MG;3179;103.55457691097828
MG;50750;QUELUZITO;2525;85;185;270;10.693069306930694;3153806;Queluzito - MG;1770;142.65536723163842
MG;50776;RAPOSOS;13324;640;1078;1718;12.894025818072652;3153905;Raposos - MG;16279;81.84777934762577
MG;50792;RAUL SOARES;18112;719;1452;2171;11.986528268551238;3154002;Raul Soares - MG;23423;77.32570550313794
MG;50814;RECREIO;7910;253;475;728;9.20353982300885;3154101;Recreio - MG;11007;71.86335968020352
MG;50830;RESENDE COSTA;9364;503;828;1331;14.214011106364802;3154200;Resende Costa - MG;11230;83.38379341050756
MG;50857;RESPLENDOR;13071;320;516;836;6.395838114910872;3154309;Resplendor - MG;17226;75.87948450017416
MG;50873;RESSAQUINHA;4246;203;448;651;15.332077249175692;3154408;Ressaquinha - MG;4548;93.35971855760774
MG;50890;RIACHO DOS MACHADOS;7831;121;642;763;9.743327799770144;3154507;Riacho dos Machados - MG;8756;89.43581544084057
MG;50911;RIBEIRÃO DAS NEVES;224094;11743;16090;27833;12.420234365935723;3154606;Ribeirão das Neves - MG;329794;67.94968980636398
MG;50938;RIBEIRÃO VERMELHO;3308;149;261;410;12.394195888754536;3154705;Ribeirão Vermelho - MG;4080;81.07843137254902
MG;50954;RIO ACIMA;8553;324;622;946;11.060446626914532;3154804;Rio Acima - MG;10261;83.35444888412435
MG;50970;RIO CASCA;11101;508;843;1351;12.170074768038916;3154903;Rio Casca - MG;12789;86.801157244507
MG;50997;RIO DOCE;2474;106;219;325;13.136620856911884;3155009;Rio Doce - MG;2484;99.59742351046698
MG;51012;RIO DO PRADO;4251;82;328;410;9.644789461303224;3155108;Rio do Prado - MG;4639;91.63612847596465
MG;51039;RIO ESPERA;5590;291;485;776;13.881932021466906;3155207;Rio Espera - MG;5429;102.96555535089335
MG;51055;RIO MANSO;4722;154;356;510;10.800508259212195;3155306;Rio Manso - MG;5568;84.80603448275862
MG;51071;RIO NOVO;7267;263;587;850;11.69671116003853;3155405;Rio Novo - MG;8518;85.31345386240902
MG;51098;RIO PARANAÍBA;11074;638;791;1429;12.904099692974537;3155504;Rio Paranaíba - MG;14532;76.20423892100193
MG;51110;RIO PARDO DE MINAS;21494;385;1809;2194;10.207499767376945;3155603;Rio Pardo de Minas - MG;28271;76.02843903646847
MG;51136;RIO PIRACICABA;12372;668;1041;1709;13.813449725185905;3155702;Rio Piracicaba - MG;14631;84.56018043879435
MG;51152;RIO POMBA;14218;892;1223;2115;14.87550991700661;3155801;Rio Pomba - MG;17443;81.51120793441495
MG;51179;RIO PRETO;5285;153;324;477;9.025543992431407;3155900;Rio Preto - MG;5141;102.80101147636647
MG;51195;RIO VERMELHO;10837;323;1066;1389;12.817200332195258;3156007;Rio Vermelho - MG;12641;85.72897713788467
MG;51217;RITÁPOLIS;4691;261;510;771;16.43572798976764;3156106;Ritápolis - MG;4994;93.93271926311574
MG;51233;ROCHEDO DE MINAS;2435;77;150;227;9.322381930184804;3156205;Rochedo de Minas - MG;2291;106.28546486250545
MG;51250;RODEIRO;6671;300;505;805;12.067156348373558;3156304;Rodeiro - MG;8664;76.99676823638042
MG;51276;ROMARIA;3182;104;245;349;10.96794468887492;3156403;Romaria - MG;3386;93.97519196692262
MG;51292;RUBELITA;7446;119;638;757;10.166532366371204;3156502;Rubelita - MG;5679;131.1146328578975
MG;51314;RUBIM;6876;128;534;662;9.627690517742874;3156601;Rubim - MG;10298;66.77024664983492
