IDADE;ESCOLARIDADE;ESTADO;MORA_COM_PAIS;RECEBE_AUXILIO;RELIGIAO;VOTO_TERCEIRA_VIA_OU_BRANCO
26;Ensino Médio Completo;MG;1;0;Evangélica;0
46;Ensino Superior;SP;0;1;Católica;0
64;Ensino Médio Incompleto;MG;0;0;Católica;0
54;Ensino Médio Completo;SP;0;0;Católica;1
40;Ensino Médio Completo;SP;0;1;Católica;0
30;Ensino Fundamental;SP;0;1;Católica;0
49;Ensino Médio Completo;MG;0;0;Católica;0
63;Ensino Médio Completo;MG;0;0;Católica;0
69;Ensino Superior;MG;0;0;Candomblé;1
64;Ensino Superior;MG;0;0;Católica;1
65;Ensino Médio Completo;SP;0;0;Candomblé;0
40;Ensino Médio Completo;SP;0;0;Evangélica;0
62;Ensino Superior;MG;0;0;Sem religião / Ateu;0
34;Ensino Médio Completo;MG;1;0;Evangélica;0
72;Ensino Fundamental;SP;0;0;Católica;0
57;Ensino Médio Completo;MG;0;0;Evangélica;0
38;Ensino Superior;SP;0;0;Evangélica;1
19;Ensino Médio Completo;MG;0;0;Evangélica;0
54;Ensino Médio Completo;MG;0;0;Candomblé;0
23;Ensino Fundamental;MG;1;0;Evangélica;0
61;Ensino Superior;SP;1;0;Católica;1
35;Ensino Médio Completo;SP;0;0;Umbanda;0
47;Ensino Médio Completo;MG;0;0;Evangélica;0
39;Ensino Fundamental;MG;0;0;Católica;0
71;Ensino Fundamental;MG;0;1;Evangélica;0
50;Ensino Médio Completo;MG;0;0;Evangélica;0
47;Ensino Superior;MG;0;0;Evangélica;0
34;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;0
60;Ensino Fundamental;MG;0;1;Católica;0
49;Ensino Médio Incompleto;MG;0;1;Evangélica;1
59;Ensino Fundamental;SP;0;1;Umbanda;0
68;Ensino Fundamental;SP;1;1;Evangélica;0
31;Ensino Médio Completo;SP;1;0;Católica;0
27;Ensino Superior;SP;0;0;Católica;0
64;Ensino Fundamental;MG;0;1;Evangélica;0
68;Ensino Médio Completo;SP;0;0;Católica;0
53;Ensino Médio Incompleto;SP;0;0;Sem religião / Ateu;0
51;Ensino Fundamental;MG;0;1;Católica;0
26;Ensino Médio Incompleto;SP;0;0;Evangélica;0
59;Ensino Médio Completo;SP;0;0;Católica;0
45;Ensino Fundamental;SP;0;0;Evangélica;0
28;Ensino Médio Completo;SP;1;0;Evangélica;0
31;Ensino Fundamental;SP;0;0;Católica;0
56;Ensino Médio Incompleto;MG;0;1;Evangélica;0
72;Ensino Fundamental;MG;0;1;Católica;0
64;Ensino Superior;MG;0;0;Evangélica;0
71;Ensino Médio Completo;SP;0;0;Evangélica;0
36;Ensino Superior;SP;0;1;Católica;0
71;Ensino Médio Incompleto;SP;0;0;Católica;0
32;Ensino Médio Incompleto;MG;1;0;Evangélica;0
45;Ensino Médio Incompleto;SP;0;0;Católica;0
41;Ensino Fundamental;SP;0;1;Católica;0
25;Ensino Médio Completo;SP;0;0;Evangélica;0
60;Ensino Médio Incompleto;SP;0;0;Católica;0
26;Ensino Médio Incompleto;MG;1;1;Evangélica;0
64;Ensino Médio Completo;MG;0;0;Evangélica;0
50;Ensino Médio Completo;SP;0;0;Católica;0
50;Ensino Superior;MG;0;0;Católica;0
36;Ensino Médio Incompleto;MG;0;0;Evangélica;0
20;Ensino Médio Completo;MG;0;0;Católica;1
27;Ensino Médio Incompleto;SP;0;1;Católica;0
57;Ensino Superior;MG;0;0;Evangélica;1
64;Ensino Médio Completo;MG;0;0;Evangélica;0
59;Ensino Médio Completo;SP;0;0;Católica;0
18;Ensino Fundamental;MG;0;0;Evangélica;0
46;Ensino Médio Completo;MG;0;1;Evangélica;0
67;Ensino Médio Incompleto;MG;0;1;Evangélica;1
51;Ensino Médio Completo;SP;0;0;Evangélica;0
68;Ensino Superior;SP;0;0;Sem religião / Ateu;0
30;Ensino Superior;MG;0;0;Católica;0
71;Ensino Médio Completo;SP;0;0;Católica;0
18;Ensino Superior;SP;1;0;Católica;1
51;Ensino Fundamental;SP;0;0;Católica;0
46;Ensino Superior;MG;0;0;Católica;1
65;Ensino Médio Completo;MG;0;0;Católica;0
64;Ensino Médio Completo;SP;0;0;Evangélica;0
30;Ensino Superior;MG;0;0;Católica;0
65;Ensino Superior;SP;0;0;Evangélica;0
66;Ensino Médio Incompleto;SP;0;1;Católica;0
70;Ensino Médio Completo;MG;0;0;Outras;1
46;Ensino Fundamental;SP;0;0;Evangélica;0
56;Ensino Superior;SP;0;0;Evangélica;0
41;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;0
43;Ensino Fundamental;SP;0;1;Sem religião / Ateu;1
34;Ensino Médio Completo;MG;0;1;Evangélica;0
24;Ensino Médio Completo;SP;0;0;Católica;0
30;Ensino Médio Completo;MG;0;0;Evangélica;0
22;Ensino Médio Incompleto;SP;1;0;Católica;1
43;Ensino Médio Incompleto;MG;0;1;Católica;0
66;Ensino Médio Completo;SP;0;0;Católica;0
20;Ensino Médio Incompleto;SP;0;0;Católica;0
24;Ensino Médio Completo;MG;1;0;Católica;1
66;Ensino Médio Completo;MG;0;1;Católica;1
56;Ensino Fundamental;SP;0;0;Católica;0
70;Ensino Médio Completo;SP;0;0;Católica;1
18;Ensino Médio Completo;SP;1;0;Católica;1
66;Ensino Médio Completo;SP;0;0;Candomblé;0
34;Ensino Médio Incompleto;SP;0;1;Católica;0
60;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;1
42;Ensino Médio Incompleto;MG;0;0;Católica;0
20;Ensino Superior;SP;1;0;Sem religião / Ateu;1
32;Ensino Fundamental;MG;0;0;Católica;0
46;Ensino Superior;MG;0;0;Sem religião / Ateu;0
70;Ensino Médio Completo;SP;0;0;Católica;0
60;Ensino Superior;MG;0;0;Evangélica;0
49;Ensino Médio Completo;SP;0;0;Católica;0
43;Ensino Médio Incompleto;MG;0;0;Evangélica;0
33;Ensino Superior;MG;0;0;Católica;0
42;Ensino Fundamental;MG;0;0;Evangélica;0
71;Ensino Fundamental;MG;0;0;Evangélica;0
45;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;1
26;Ensino Superior;SP;0;0;Evangélica;0
73;Ensino Médio Completo;MG;0;0;Católica;0
73;Ensino Médio Completo;SP;0;0;Católica;0
18;Ensino Médio Completo;MG;1;0;Evangélica;0
46;Ensino Médio Completo;MG;0;0;Católica;1
74;Ensino Médio Completo;MG;0;0;Umbanda;1
39;Ensino Médio Incompleto;SP;0;0;Católica;0
33;Ensino Superior;MG;0;0;Evangélica;1
58;Ensino Médio Incompleto;MG;0;0;Evangélica;0
68;Ensino Médio Incompleto;SP;0;1;Católica;0
61;Ensino Médio Completo;SP;0;0;Evangélica;0
68;Ensino Médio Completo;SP;0;0;Católica;1
71;Ensino Médio Completo;MG;0;0;Católica;1
58;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;1
24;Ensino Médio Incompleto;MG;1;0;Católica;1
31;Ensino Médio Completo;MG;0;0;Evangélica;0
46;Ensino Médio Completo;SP;0;0;Evangélica;1
36;Ensino Fundamental;SP;0;0;Evangélica;0
36;Ensino Médio Completo;MG;0;0;Católica;0
19;Ensino Médio Incompleto;SP;1;0;Evangélica;0
58;Ensino Médio Incompleto;SP;0;0;Católica;0
62;Ensino Médio Incompleto;SP;0;0;Católica;0
32;Ensino Superior;MG;1;0;Outras;0
20;Ensino Médio Completo;SP;1;0;Católica;1
28;Ensino Médio Incompleto;MG;0;0;Evangélica;0
70;Ensino Médio Completo;MG;0;0;Católica;0
63;Ensino Superior;MG;0;0;Católica;0
47;Ensino Médio Completo;SP;0;0;Católica;0
74;Ensino Superior;SP;0;0;Católica;0
57;Ensino Fundamental;SP;0;0;Católica;0
35;Ensino Superior;SP;0;0;Católica;0
68;Ensino Médio Completo;MG;0;0;Evangélica;0
65;Ensino Médio Incompleto;MG;0;0;Católica;1
19;Ensino Médio Completo;MG;0;0;Católica;0
49;Ensino Superior;SP;0;1;Católica;1
25;Ensino Médio Completo;SP;0;0;Evangélica;0
39;Ensino Médio Completo;SP;0;0;Católica;0
23;Ensino Fundamental;MG;1;0;Sem religião / Ateu;1
29;Ensino Médio Completo;MG;1;0;Católica;0
64;Ensino Médio Incompleto;SP;0;0;Católica;0
74;Ensino Fundamental;MG;0;0;Católica;0
57;Ensino Médio Completo;MG;0;0;Católica;0
53;Ensino Superior;SP;0;0;Evangélica;0
32;Ensino Médio Completo;SP;1;0;Católica;0
45;Ensino Médio Incompleto;MG;0;1;Católica;0
69;Ensino Médio Completo;SP;0;0;Católica;0
74;Ensino Superior;MG;0;0;Católica;1
66;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;1
62;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;0
35;Ensino Superior;SP;0;0;Católica;0
19;Ensino Médio Completo;SP;1;0;Evangélica;1
30;Ensino Fundamental;SP;1;0;Sem religião / Ateu;1
62;Ensino Médio Incompleto;MG;0;1;Evangélica;0
71;Ensino Superior;MG;0;0;Sem religião / Ateu;1
32;Ensino Médio Completo;SP;0;0;Evangélica;0
37;Ensino Fundamental;MG;0;1;Católica;0
46;Ensino Médio Completo;MG;0;0;Evangélica;0
59;Ensino Médio Completo;SP;0;0;Evangélica;0
46;Ensino Superior;SP;0;0;Evangélica;0
20;Ensino Médio Incompleto;SP;1;0;Católica;1
36;Ensino Médio Completo;MG;0;0;Evangélica;0
20;Ensino Superior;SP;1;0;Católica;0
71;Ensino Médio Incompleto;MG;0;0;Católica;0
31;Ensino Fundamental;MG;1;0;Evangélica;0
57;Ensino Superior;MG;0;0;Evangélica;0
72;Ensino Médio Completo;SP;0;0;Evangélica;0
21;Ensino Médio Completo;SP;1;0;Outras;1
69;Ensino Médio Completo;MG;0;0;Evangélica;1
28;Ensino Fundamental;MG;0;1;Evangélica;0
48;Ensino Superior;SP;0;0;Evangélica;0
60;Ensino Médio Incompleto;SP;0;1;Católica;0
49;Ensino Médio Incompleto;SP;0;0;Sem religião / Ateu;0
44;Ensino Fundamental;SP;1;1;Católica;0
47;Ensino Médio Incompleto;SP;0;0;Evangélica;0
60;Ensino Superior;SP;0;0;Católica;0
19;Ensino Médio Completo;SP;0;0;Católica;0
66;Ensino Superior;SP;0;0;Católica;1
26;Ensino Médio Completo;SP;0;1;Evangélica;1
45;Ensino Médio Completo;MG;0;0;Católica;1
48;Ensino Médio Completo;SP;0;0;Católica;0
51;Ensino Superior;SP;0;0;Evangélica;0
73;Ensino Médio Completo;MG;0;0;Católica;0
32;Ensino Médio Incompleto;SP;0;1;Católica;1
65;Ensino Médio Incompleto;SP;0;1;Católica;0
42;Ensino Médio Incompleto;MG;0;0;Evangélica;1
53;Ensino Médio Completo;SP;0;1;Evangélica;0
25;Ensino Superior;MG;1;0;Sem religião / Ateu;1
26;Ensino Médio Incompleto;MG;1;0;Católica;1
54;Ensino Fundamental;SP;0;0;Católica;0
65;Ensino Fundamental;MG;0;0;Católica;0
62;Ensino Médio Completo;MG;0;1;Sem religião / Ateu;0
56;Ensino Médio Incompleto;MG;0;0;Evangélica;0
49;Ensino Médio Incompleto;MG;0;0;Evangélica;0
69;Ensino Médio Incompleto;SP;0;1;Sem religião / Ateu;0
34;Ensino Médio Completo;MG;0;0;Católica;0
52;Ensino Médio Completo;MG;0;0;Católica;0
54;Ensino Médio Completo;SP;0;0;Evangélica;0
36;Ensino Médio Incompleto;MG;0;1;Candomblé;0
61;Ensino Médio Completo;SP;0;0;Evangélica;0
46;Ensino Fundamental;MG;0;0;Candomblé;0
24;Ensino Fundamental;SP;1;1;Evangélica;0
45;Ensino Médio Completo;MG;1;0;Sem religião / Ateu;0
26;Ensino Médio Incompleto;SP;0;0;Evangélica;0
45;Ensino Médio Completo;MG;0;1;Católica;0
23;Ensino Fundamental;SP;1;0;Evangélica;0
46;Ensino Fundamental;SP;1;0;Evangélica;0
34;Ensino Superior;SP;1;0;Evangélica;0
33;Ensino Médio Completo;SP;0;1;Católica;0
40;Ensino Médio Completo;SP;0;0;Católica;0
48;Ensino Superior;MG;0;0;Católica;0
20;Ensino Médio Completo;MG;1;0;Outras;1
38;Ensino Médio Completo;SP;0;0;Católica;0
43;Ensino Médio Completo;SP;0;0;Católica;0
53;Ensino Médio Incompleto;MG;0;0;Evangélica;0
59;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;0
54;Ensino Médio Completo;SP;0;0;Evangélica;0
70;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;0
39;Ensino Médio Incompleto;SP;0;1;Evangélica;0
59;Ensino Médio Incompleto;SP;0;1;Sem religião / Ateu;0
29;Ensino Fundamental;SP;1;1;Católica;1
59;Ensino Fundamental;MG;0;0;Católica;0
30;Ensino Fundamental;SP;1;1;Sem religião / Ateu;0
28;Ensino Fundamental;MG;0;1;Católica;0
71;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;0
33;Ensino Médio Completo;MG;0;0;Católica;0
25;Ensino Fundamental;MG;0;0;Católica;1
57;Ensino Superior;SP;0;0;Católica;0
74;Ensino Superior;SP;0;0;Evangélica;0
57;Ensino Médio Completo;MG;0;0;Católica;0
62;Ensino Médio Completo;SP;0;0;Católica;0
19;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;1
47;Ensino Fundamental;SP;0;1;Sem religião / Ateu;1
47;Ensino Superior;SP;0;0;Católica;0
29;Ensino Fundamental;SP;0;0;Evangélica;0
27;Ensino Superior;SP;0;0;Evangélica;0
61;Ensino Médio Completo;SP;0;0;Católica;0
28;Ensino Médio Incompleto;SP;1;1;Evangélica;0
32;Ensino Médio Completo;MG;0;0;Católica;0
33;Ensino Médio Completo;SP;0;0;Evangélica;0
34;Ensino Fundamental;SP;0;0;Evangélica;0
43;Ensino Médio Incompleto;SP;0;1;Evangélica;0
19;Ensino Médio Completo;MG;1;0;Católica;1
67;Ensino Médio Completo;SP;0;0;Evangélica;0
29;Ensino Médio Incompleto;SP;0;0;Evangélica;0
68;Ensino Médio Incompleto;SP;0;0;Evangélica;1
43;Ensino Superior;MG;0;0;Evangélica;0
40;Ensino Médio Completo;SP;0;0;Evangélica;0
35;Ensino Médio Completo;MG;0;0;Católica;0
49;Ensino Superior;MG;0;0;Católica;0
66;Ensino Médio Incompleto;SP;0;1;Evangélica;0
55;Ensino Médio Completo;SP;0;0;Evangélica;0
74;Ensino Superior;MG;0;0;Católica;0
64;Ensino Médio Completo;MG;0;0;Católica;0
20;Ensino Médio Incompleto;SP;1;1;Evangélica;0
55;Ensino Fundamental;SP;0;0;Católica;0
20;Ensino Médio Completo;MG;1;1;Católica;0
47;Ensino Médio Incompleto;MG;0;1;Católica;0
18;Ensino Superior;MG;0;0;Católica;0
47;Ensino Fundamental;MG;0;0;Católica;1
62;Ensino Médio Incompleto;SP;0;0;Católica;1
49;Ensino Fundamental;MG;0;0;Evangélica;0
45;Ensino Médio Completo;SP;0;0;Católica;0
38;Ensino Superior;MG;0;0;Evangélica;0
63;Ensino Médio Completo;MG;0;1;Evangélica;0
30;Ensino Superior;SP;0;0;Católica;0
44;Ensino Fundamental;SP;0;0;Católica;0
53;Ensino Fundamental;SP;0;0;Evangélica;0
24;Ensino Superior;SP;1;0;Católica;0
39;Ensino Superior;MG;0;0;Católica;0
27;Ensino Superior;SP;1;0;Católica;0
56;Ensino Médio Completo;SP;1;0;Católica;1
70;Ensino Médio Incompleto;SP;0;0;Sem religião / Ateu;0
32;Ensino Médio Incompleto;MG;0;1;Evangélica;0
32;Ensino Superior;MG;1;0;Católica;1
21;Ensino Médio Incompleto;SP;1;1;Outras;1
49;Ensino Médio Incompleto;MG;0;0;Católica;0
40;Ensino Médio Completo;MG;0;0;Evangélica;0
72;Ensino Médio Incompleto;SP;0;0;Sem religião / Ateu;0
23;Ensino Superior;MG;0;0;Candomblé;0
41;Ensino Fundamental;SP;0;0;Católica;0
37;Ensino Médio Completo;SP;0;0;Evangélica;0
54;Ensino Médio Completo;SP;0;0;Católica;0
37;Ensino Médio Completo;MG;0;0;Católica;0
29;Ensino Médio Completo;SP;0;0;Evangélica;0
50;Ensino Médio Incompleto;MG;0;0;Candomblé;1
45;Ensino Médio Completo;MG;0;0;Católica;0
25;Ensino Médio Completo;MG;1;0;Católica;0
18;Ensino Médio Completo;MG;0;0;Católica;0
54;Ensino Médio Incompleto;SP;0;0;Católica;0
39;Ensino Fundamental;SP;0;1;Católica;0
23;Ensino Fundamental;MG;1;0;Sem religião / Ateu;0
38;Ensino Médio Completo;SP;0;0;Católica;0
49;Ensino Fundamental;MG;0;1;Católica;0
52;Ensino Superior;MG;0;0;Evangélica;0
32;Ensino Médio Completo;SP;0;1;Candomblé;1
22;Ensino Médio Completo;MG;1;0;Evangélica;1
73;Ensino Superior;SP;0;0;Evangélica;0
63;Ensino Fundamental;MG;0;1;Católica;0
67;Ensino Superior;MG;0;0;Candomblé;1
65;Ensino Médio Completo;MG;0;0;Evangélica;0
23;Ensino Superior;MG;1;0;Evangélica;1
42;Ensino Superior;SP;0;0;Sem religião / Ateu;1
73;Ensino Fundamental;MG;0;0;Umbanda;0
63;Ensino Médio Incompleto;MG;0;1;Umbanda;0
73;Ensino Médio Completo;SP;1;0;Católica;1
57;Ensino Médio Completo;MG;0;0;Católica;1
46;Ensino Médio Incompleto;MG;0;0;Sem religião / Ateu;0
24;Ensino Médio Incompleto;MG;0;0;Evangélica;0
57;Ensino Médio Incompleto;MG;0;1;Católica;0
30;Ensino Médio Completo;MG;0;0;Evangélica;0
55;Ensino Superior;MG;0;0;Católica;0
35;Ensino Médio Completo;SP;0;1;Evangélica;0
19;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;0
25;Ensino Fundamental;SP;1;1;Católica;1
28;Ensino Fundamental;MG;0;1;Católica;0
50;Ensino Médio Completo;SP;0;0;Católica;0
71;Ensino Superior;SP;0;0;Sem religião / Ateu;0
55;Ensino Médio Incompleto;SP;0;0;Evangélica;0
65;Ensino Médio Completo;SP;0;0;Evangélica;0
44;Ensino Superior;MG;0;0;Evangélica;1
37;Ensino Superior;MG;0;0;Católica;0
29;Ensino Médio Incompleto;MG;0;0;Católica;0
60;Ensino Fundamental;SP;0;1;Evangélica;0
48;Ensino Médio Incompleto;SP;0;0;Outras;1
44;Ensino Médio Completo;SP;0;0;Católica;0
49;Ensino Superior;SP;0;1;Católica;1
27;Ensino Fundamental;SP;0;0;Católica;0
20;Ensino Fundamental;SP;0;0;Evangélica;0
62;Ensino Superior;SP;0;0;Católica;0
44;Ensino Médio Completo;MG;0;0;Outras;0
52;Ensino Superior;SP;0;0;Católica;0
48;Ensino Médio Incompleto;MG;0;0;Católica;0
32;Ensino Médio Completo;MG;0;0;Católica;0
33;Ensino Fundamental;SP;1;1;Sem religião / Ateu;0
30;Ensino Fundamental;SP;0;0;Católica;0
66;Ensino Médio Completo;SP;0;0;Católica;1
52;Ensino Médio Incompleto;SP;0;0;Católica;0
69;Ensino Fundamental;MG;0;0;Evangélica;0
28;Ensino Superior;SP;0;1;Católica;0
38;Ensino Fundamental;MG;0;1;Evangélica;0
68;Ensino Médio Completo;SP;0;0;Católica;0
71;Ensino Médio Incompleto;MG;0;1;Sem religião / Ateu;0
28;Ensino Superior;MG;1;0;Sem religião / Ateu;0
47;Ensino Fundamental;MG;0;1;Católica;0
65;Ensino Médio Completo;MG;0;0;Outras;0
70;Ensino Fundamental;MG;0;0;Católica;0
52;Ensino Médio Completo;SP;0;0;Candomblé;0
39;Ensino Médio Completo;SP;1;0;Católica;0
55;Ensino Fundamental;SP;0;0;Católica;0
48;Ensino Médio Incompleto;MG;0;1;Católica;1
31;Ensino Superior;SP;0;0;Evangélica;0
41;Ensino Superior;MG;0;0;Católica;0
67;Ensino Fundamental;MG;0;1;Evangélica;0
66;Ensino Fundamental;SP;1;1;Católica;0
49;Ensino Fundamental;MG;0;0;Evangélica;0
53;Ensino Fundamental;SP;0;1;Evangélica;0
49;Ensino Superior;MG;1;0;Evangélica;1
72;Ensino Médio Completo;SP;0;0;Evangélica;0
32;Ensino Médio Completo;MG;0;1;Católica;0
60;Ensino Superior;SP;0;0;Católica;0
52;Ensino Médio Completo;SP;0;0;Católica;0
20;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;0
33;Ensino Médio Incompleto;MG;0;0;Evangélica;0
22;Ensino Médio Incompleto;MG;1;0;Evangélica;1
38;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;1
27;Ensino Fundamental;SP;0;1;Sem religião / Ateu;0
36;Ensino Médio Incompleto;MG;1;1;Evangélica;0
42;Ensino Fundamental;SP;0;1;Evangélica;0
21;Ensino Fundamental;SP;1;0;Sem religião / Ateu;1
46;Ensino Médio Completo;MG;0;0;Candomblé;0
36;Ensino Médio Completo;SP;0;0;Evangélica;0
60;Ensino Médio Incompleto;SP;0;0;Evangélica;1
19;Ensino Médio Incompleto;SP;1;1;Evangélica;0
27;Ensino Médio Completo;MG;0;0;Católica;0
60;Ensino Fundamental;SP;0;1;Sem religião / Ateu;0
42;Ensino Médio Completo;MG;0;0;Evangélica;0
37;Ensino Médio Completo;SP;0;0;Católica;1
65;Ensino Fundamental;SP;0;0;Católica;0
36;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;0
40;Ensino Médio Completo;SP;0;0;Evangélica;0
41;Ensino Fundamental;SP;0;0;Católica;0
28;Ensino Fundamental;MG;0;1;Católica;1
63;Ensino Superior;SP;0;0;Evangélica;0
51;Ensino Fundamental;SP;0;1;Católica;0
72;Ensino Superior;SP;0;0;Católica;0
45;Ensino Médio Completo;SP;0;0;Evangélica;0
22;Ensino Médio Incompleto;MG;1;0;Evangélica;1
22;Ensino Fundamental;SP;1;0;Sem religião / Ateu;1
68;Ensino Médio Completo;SP;0;0;Católica;0
38;Ensino Médio Completo;SP;0;0;Católica;0
29;Ensino Médio Completo;SP;1;0;Católica;1
67;Ensino Superior;MG;0;0;Católica;0
21;Ensino Superior;MG;0;0;Católica;0
71;Ensino Médio Incompleto;SP;0;0;Evangélica;0
66;Ensino Superior;SP;1;0;Católica;0
59;Ensino Superior;SP;0;0;Sem religião / Ateu;1
37;Ensino Superior;SP;0;0;Católica;0
55;Ensino Médio Completo;SP;0;0;Evangélica;0
42;Ensino Médio Completo;MG;0;0;Outras;0
31;Ensino Médio Completo;MG;0;0;Católica;0
28;Ensino Médio Incompleto;SP;0;0;Católica;0
49;Ensino Superior;SP;0;1;Evangélica;0
28;Ensino Fundamental;SP;1;0;Evangélica;0
35;Ensino Fundamental;MG;1;1;Evangélica;1
44;Ensino Superior;SP;0;0;Católica;0
72;Ensino Fundamental;SP;0;1;Evangélica;0
71;Ensino Superior;MG;0;0;Evangélica;0
35;Ensino Médio Completo;MG;0;0;Católica;0
73;Ensino Fundamental;SP;0;1;Outras;0
40;Ensino Médio Completo;SP;0;0;Evangélica;0
28;Ensino Médio Completo;SP;1;0;Evangélica;0
38;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;0
61;Ensino Superior;MG;0;1;Evangélica;0
22;Ensino Superior;MG;1;0;Católica;1
40;Ensino Médio Incompleto;SP;0;1;Evangélica;0
58;Ensino Fundamental;MG;0;0;Candomblé;1
42;Ensino Superior;SP;0;0;Evangélica;1
58;Ensino Médio Completo;MG;0;0;Outras;1
71;Ensino Fundamental;SP;0;0;Católica;0
27;Ensino Superior;SP;0;0;Católica;0
39;Ensino Superior;MG;0;1;Evangélica;1
36;Ensino Médio Completo;MG;0;0;Evangélica;0
18;Ensino Médio Completo;MG;1;0;Católica;0
24;Ensino Médio Completo;MG;1;0;Umbanda;1
21;Ensino Médio Completo;MG;1;0;Católica;0
18;Ensino Superior;SP;1;0;Católica;1
32;Ensino Superior;SP;0;0;Sem religião / Ateu;1
57;Ensino Médio Completo;MG;0;0;Católica;0
29;Ensino Médio Completo;SP;0;0;Sem religião / Ateu;0
39;Ensino Superior;SP;0;0;Católica;0
39;Ensino Fundamental;SP;0;0;Católica;0
67;Ensino Fundamental;SP;0;0;Evangélica;0
64;Ensino Superior;MG;0;0;Sem religião / Ateu;1
34;Ensino Fundamental;SP;1;1;Evangélica;0
46;Ensino Fundamental;SP;0;0;Católica;0
63;Ensino Fundamental;SP;0;1;Evangélica;0
31;Ensino Médio Incompleto;SP;0;0;Católica;0
67;Ensino Médio Incompleto;MG;0;0;Sem religião / Ateu;0
37;Ensino Médio Incompleto;SP;0;0;Católica;0
67;Ensino Superior;SP;0;0;Sem religião / Ateu;0
65;Ensino Médio Completo;SP;0;0;Católica;0
50;Ensino Médio Completo;MG;0;0;Evangélica;0
72;Ensino Fundamental;MG;0;0;Candomblé;0
60;Ensino Médio Completo;SP;0;0;Católica;0
32;Ensino Médio Completo;SP;0;0;Umbanda;0
29;Ensino Médio Completo;MG;0;0;Católica;0
57;Ensino Médio Incompleto;SP;0;0;Católica;0
71;Ensino Médio Completo;MG;0;0;Católica;0
37;Ensino Superior;SP;0;0;Sem religião / Ateu;0
47;Ensino Médio Completo;SP;0;0;Católica;0
55;Ensino Médio Completo;MG;0;0;Evangélica;0
20;Ensino Médio Completo;SP;0;0;Evangélica;0
45;Ensino Médio Completo;SP;0;0;Católica;0
73;Ensino Médio Completo;SP;0;0;Católica;0
43;Ensino Fundamental;MG;0;0;Evangélica;0
47;Ensino Médio Completo;MG;0;0;Católica;0
30;Ensino Superior;SP;0;0;Católica;1
30;Ensino Médio Completo;SP;1;0;Evangélica;0
19;Ensino Médio Incompleto;SP;1;0;Sem religião / Ateu;1
54;Ensino Médio Incompleto;SP;0;1;Católica;0
66;Ensino Médio Completo;MG;0;1;Evangélica;0
55;Ensino Superior;MG;0;0;Católica;0
19;Ensino Médio Completo;MG;1;0;Evangélica;0
53;Ensino Médio Completo;SP;0;0;Outras;1
71;Ensino Fundamental;SP;0;0;Católica;1
43;Ensino Médio Completo;MG;0;0;Evangélica;0
28;Ensino Médio Completo;SP;1;0;Evangélica;0
25;Ensino Superior;SP;0;0;Evangélica;1
61;Ensino Médio Incompleto;MG;0;0;Católica;0
57;Ensino Médio Completo;SP;0;0;Católica;0
60;Ensino Médio Completo;MG;0;0;Católica;0
39;Ensino Médio Completo;SP;0;0;Católica;0
37;Ensino Superior;SP;0;0;Evangélica;0
25;Ensino Médio Incompleto;SP;1;0;Católica;0
46;Ensino Médio Incompleto;SP;0;0;Sem religião / Ateu;0
57;Ensino Médio Completo;SP;0;0;Católica;0
43;Ensino Médio Completo;MG;0;1;Católica;0
47;Ensino Fundamental;MG;0;1;Evangélica;0
34;Ensino Médio Completo;SP;1;0;Católica;1
37;Ensino Médio Completo;SP;0;0;Evangélica;0
69;Ensino Superior;MG;0;0;Católica;1
72;Ensino Fundamental;MG;0;0;Católica;1
33;Ensino Superior;SP;1;0;Católica;1
63;Ensino Fundamental;MG;0;0;Católica;1
60;Ensino Médio Incompleto;MG;0;0;Sem religião / Ateu;0
24;Ensino Médio Incompleto;MG;1;1;Católica;1
33;Ensino Superior;SP;0;0;Sem religião / Ateu;1
62;Ensino Fundamental;MG;0;0;Católica;0
64;Ensino Médio Completo;MG;0;0;Evangélica;0
73;Ensino Médio Completo;MG;0;0;Evangélica;0
65;Ensino Superior;MG;0;1;Sem religião / Ateu;0
44;Ensino Superior;SP;0;0;Evangélica;0
70;Ensino Médio Completo;MG;0;0;Outras;0
40;Ensino Superior;MG;0;0;Candomblé;0
41;Ensino Médio Completo;MG;0;0;Católica;0
26;Ensino Superior;SP;1;0;Outras;1
52;Ensino Médio Incompleto;SP;0;1;Outras;0
68;Ensino Fundamental;SP;0;0;Católica;0
37;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;1
54;Ensino Médio Completo;MG;0;0;Evangélica;0
59;Ensino Médio Completo;MG;0;0;Sem religião / Ateu;0
